LOCATION,Country,TRANSACT,Transaction,MEASURE,Measure_1,TIME,Year,Unit_Code,Unit,PowerCode_Code,PowerCode,Reference_Period_Code,Reference_Period,Value,Flag_Codes,Flags,_rescued_data
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2000,2000,USD,US Dollar,6,Millions,2015,2015,351116.634,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2001,2001,USD,US Dollar,6,Millions,2015,2015,355565.872,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2002,2002,USD,US Dollar,6,Millions,2015,2015,361438.234,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2003,2003,USD,US Dollar,6,Millions,2015,2015,364841.07,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2004,2004,USD,US Dollar,6,Millions,2015,2015,374819.912,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2005,2005,USD,US Dollar,6,Millions,2015,2015,383231.116,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2006,2006,USD,US Dollar,6,Millions,2015,2015,396468.079,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2007,2007,USD,US Dollar,6,Millions,2015,2015,411246.09,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2008,2008,USD,US Dollar,6,Millions,2015,2015,417252.026,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2009,2009,USD,US Dollar,6,Millions,2015,2015,401544.247,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2010,2010,USD,US Dollar,6,Millions,2015,2015,408920.991,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2011,2011,USD,US Dollar,6,Millions,2015,2015,420872.923,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2012,2012,USD,US Dollar,6,Millions,2015,2015,423736.734,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2013,2013,USD,US Dollar,6,Millions,2015,2015,423844.807,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2014,2014,USD,US Dollar,6,Millions,2015,2015,426647.577,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2015,2015,USD,US Dollar,6,Millions,2015,2015,430975.924,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2016,2016,USD,US Dollar,6,Millions,2015,2015,439549.919,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2017,2017,USD,US Dollar,6,Millions,2015,2015,449477.472,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2018,2018,USD,US Dollar,6,Millions,2015,2015,460379.033,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2019,2019,USD,US Dollar,6,Millions,2015,2015,467056.965,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2020,2020,USD,US Dollar,6,Millions,2015,2015,436077.117,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2021,2021,USD,US Dollar,6,Millions,2015,2015,454557.484,null,null,null
AUT,Austria,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2022,2022,USD,US Dollar,6,Millions,2015,2015,476405.472,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1995,1995,USD,US Dollar,6,Millions,2015,2015,357798.726,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1996,1996,USD,US Dollar,6,Millions,2015,2015,362526.86,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1997,1997,USD,US Dollar,6,Millions,2015,2015,376279.888,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1998,1998,USD,US Dollar,6,Millions,2015,2015,383661.778,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1999,1999,USD,US Dollar,6,Millions,2015,2015,397253.931,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2000,2000,USD,US Dollar,6,Millions,2015,2015,412018.586,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2001,2001,USD,US Dollar,6,Millions,2015,2015,416549.22,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2002,2002,USD,US Dollar,6,Millions,2015,2015,423659.234,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2003,2003,USD,US Dollar,6,Millions,2015,2015,428056.743,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2004,2004,USD,US Dollar,6,Millions,2015,2015,443343.524,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2005,2005,USD,US Dollar,6,Millions,2015,2015,453636.795,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2006,2006,USD,US Dollar,6,Millions,2015,2015,465215.194,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2007,2007,USD,US Dollar,6,Millions,2015,2015,482320.604,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2008,2008,USD,US Dollar,6,Millions,2015,2015,484476.233,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2009,2009,USD,US Dollar,6,Millions,2015,2015,474686.213,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2010,2010,USD,US Dollar,6,Millions,2015,2015,488282.616,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2011,2011,USD,US Dollar,6,Millions,2015,2015,496556.632,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2012,2012,USD,US Dollar,6,Millions,2015,2015,500227.265,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2013,2013,USD,US Dollar,6,Millions,2015,2015,502524.519,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2014,2014,USD,US Dollar,6,Millions,2015,2015,510457.036,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2015,2015,USD,US Dollar,6,Millions,2015,2015,520877.807,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2016,2016,USD,US Dollar,6,Millions,2015,2015,527475.695,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2017,2017,USD,US Dollar,6,Millions,2015,2015,536018.587,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2018,2018,USD,US Dollar,6,Millions,2015,2015,545629.107,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2019,2019,USD,US Dollar,6,Millions,2015,2015,557855.757,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2020,2020,USD,US Dollar,6,Millions,2015,2015,528508.197,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2021,2021,USD,US Dollar,6,Millions,2015,2015,564716.271,null,null,null
BEL,Belgium,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2022,2022,USD,US Dollar,6,Millions,2015,2015,581713.68,P,Provisional value,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1995,1995,USD,US Dollar,6,Millions,2015,2015,978649.913,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1996,1996,USD,US Dollar,6,Millions,2015,2015,995178.93,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1997,1997,USD,US Dollar,6,Millions,2015,2015,1037774.249,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1998,1998,USD,US Dollar,6,Millions,2015,2015,1078173.623,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1999,1999,USD,US Dollar,6,Millions,2015,2015,1133602.567,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2000,2000,USD,US Dollar,6,Millions,2015,2015,1191853.179,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2001,2001,USD,US Dollar,6,Millions,2015,2015,1214201.595,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2002,2002,USD,US Dollar,6,Millions,2015,2015,1250618.602,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2003,2003,USD,US Dollar,6,Millions,2015,2015,1273209.59,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2004,2004,USD,US Dollar,6,Millions,2015,2015,1312581.863,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2005,2005,USD,US Dollar,6,Millions,2015,2015,1354721.705,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2006,2006,USD,US Dollar,6,Millions,2015,2015,1390458.501,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2007,2007,USD,US Dollar,6,Millions,2015,2015,1418961.575,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2008,2008,USD,US Dollar,6,Millions,2015,2015,1433086.008,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2009,2009,USD,US Dollar,6,Millions,2015,2015,1391310.315,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2010,2010,USD,US Dollar,6,Millions,2015,2015,1434313.023,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2011,2011,USD,US Dollar,6,Millions,2015,2015,1479310.211,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2012,2012,USD,US Dollar,6,Millions,2015,2015,1505281.888,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2013,2013,USD,US Dollar,6,Millions,2015,2015,1540291.938,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2014,2014,USD,US Dollar,6,Millions,2015,2015,1584551.715,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2015,2015,USD,US Dollar,6,Millions,2015,2015,1594850.842,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2016,2016,USD,US Dollar,6,Millions,2015,2015,1611414.18,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2017,2017,USD,US Dollar,6,Millions,2015,2015,1660301.826,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2018,2018,USD,US Dollar,6,Millions,2015,2015,1705843.298,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2019,2019,USD,US Dollar,6,Millions,2015,2015,1738398.156,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2020,2020,USD,US Dollar,6,Millions,2015,2015,1650813.599,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2021,2021,USD,US Dollar,6,Millions,2015,2015,1738091.402,null,null,null
CAN,Canada,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2022,2022,USD,US Dollar,6,Millions,2015,2015,1804484.17,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1995,1995,USD,US Dollar,6,Millions,2015,2015,220288.255,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1996,1996,USD,US Dollar,6,Millions,2015,2015,229684.467,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1997,1997,USD,US Dollar,6,Millions,2015,2015,228493.941,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1998,1998,USD,US Dollar,6,Millions,2015,2015,227679.208,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1999,1999,USD,US Dollar,6,Millions,2015,2015,230830.627,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2000,2000,USD,US Dollar,6,Millions,2015,2015,240066.227,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2001,2001,USD,US Dollar,6,Millions,2015,2015,247371.386,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2002,2002,USD,US Dollar,6,Millions,2015,2015,251254.758,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2003,2003,USD,US Dollar,6,Millions,2015,2015,260258.946,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2004,2004,USD,US Dollar,6,Millions,2015,2015,272788.491,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2005,2005,USD,US Dollar,6,Millions,2015,2015,290796.944,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2006,2006,USD,US Dollar,6,Millions,2015,2015,310474.978,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2007,2007,USD,US Dollar,6,Millions,2015,2015,327769.486,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2008,2008,USD,US Dollar,6,Millions,2015,2015,336574.724,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2009,2009,USD,US Dollar,6,Millions,2015,2015,320899.325,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2010,2010,USD,US Dollar,6,Millions,2015,2015,328712.91,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2011,2011,USD,US Dollar,6,Millions,2015,2015,334499.439,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2012,2012,USD,US Dollar,6,Millions,2015,2015,331873.604,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2013,2013,USD,US Dollar,6,Millions,2015,2015,331721.262,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2014,2014,USD,US Dollar,6,Millions,2015,2015,339225.138,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2015,2015,USD,US Dollar,6,Millions,2015,2015,357503.881,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2016,2016,USD,US Dollar,6,Millions,2015,2015,366574.771,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2017,2017,USD,US Dollar,6,Millions,2015,2015,385522.011,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2018,2018,USD,US Dollar,6,Millions,2015,2015,397936.159,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2019,2019,USD,US Dollar,6,Millions,2015,2015,409993.142,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2020,2020,USD,US Dollar,6,Millions,2015,2015,387431.35,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2021,2021,USD,US Dollar,6,Millions,2015,2015,401196.869,null,null,null
CZE,Czechia,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2022,2022,USD,US Dollar,6,Millions,2015,2015,410629.021,null,null,null
DNK,Denmark,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1995,1995,USD,US Dollar,6,Millions,2015,2015,208742.522,null,null,null
DNK,Denmark,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1996,1996,USD,US Dollar,6,Millions,2015,2015,214796.263,null,null,null
DNK,Denmark,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1997,1997,USD,US Dollar,6,Millions,2015,2015,221800.534,null,null,null
DNK,Denmark,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1998,1998,USD,US Dollar,6,Millions,2015,2015,226720.422,null,null,null
DNK,Denmark,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",1999,1999,USD,US Dollar,6,Millions,2015,2015,233404.19,null,null,null
DNK,Denmark,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2000,2000,USD,US Dollar,6,Millions,2015,2015,242149.524,null,null,null
DNK,Denmark,B1_GE,Gross domestic product (expenditure approach),VPVOB,"Constant prices, constant PPPs, OECD base year",2001,2001,USD,US Dollar,6,Millions,2015,2015,244142.785,null,null,null
