WEO_Country_Group_Code,WEO_Subject_Code,Country_Group_Name,Subject_Descriptor,Subject_Notes,Units,Scale,Country_Series-specific_Notes,Estimates_Start_After,Year,Value,version,_rescued_data
001,GGR_NGDP,World,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government's net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,null,null,null,1980,null,2023-10-01,null
001,GGX_NGDP,World,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,null,null,null,1980,null,2023-10-01,null
001,GGXCNL_NGDP,World,General government net lending/borrowing,"Net lending (+)/ borrowing (-) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (-) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,null,null,null,1980,null,2023-10-01,null
001,GGSB_NPGDP,World,General government structural balance,null,Percent of potential GDP,null,null,null,1980,null,2023-10-01,null
001,GGXONLB_NGDP,World,General government primary net lending/borrowing,Primary net lending/borrowing is net lending (+)/borrowing (-) plus net interest payable/paid (interest expense minus interest revenue).,Percent of GDP,null,null,null,1980,null,2023-10-01,null
001,GGXWDN_NGDP,World,General government net debt,"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,null,null,null,1980,null,2023-10-01,null
001,GGXWDG_NGDP,World,General government gross debt,"Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).",Percent of GDP,null,null,null,1980,null,2023-10-01,null
001,BCA,World,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.",U.S. dollars,Billions,null,null,1980,-55.909,2023-10-01,null
001,BCA_NGDPD,World,Current account balance,null,Percent of GDP,null,null,null,1980,null,2023-10-01,null
001,BM,World,Imports of goods and services,null,U.S. dollars,Billions,null,null,1980,null,2023-10-01,null
001,BX,World,Exports of goods and services,null,U.S. dollars,Billions,null,null,1980,null,2023-10-01,null
001,BF,World,Financial account balance,null,U.S. dollars,Billions,null,null,1980,null,2023-10-01,null
001,BFD,World,"Direct investment, net",null,U.S. dollars,Billions,null,null,1980,null,2023-10-01,null
001,BFP,World,"Portfolio investment, net",null,U.S. dollars,Billions,null,null,1980,null,2023-10-01,null
001,BFF,World,"Financial derivatives, net",null,U.S. dollars,Billions,null,null,1980,null,2023-10-01,null
001,BFO,World,"Other investment, net",null,U.S. dollars,Billions,null,null,1980,null,2023-10-01,null
001,BFRA,World,Change in reserves,null,U.S. dollars,Billions,null,null,1980,null,2023-10-01,null
001,D,World,"External debt, total",null,U.S. dollars,Billions,null,null,1980,null,2023-10-01,null
001,D_NGDPD,World,"External debt, total",null,Percent of GDP,null,null,null,1980,null,2023-10-01,null
001,D_BX,World,"External debt, total",null,Percent of exports of goods and services,null,null,null,1980,null,2023-10-01,null
001,DS,World,"External debt, total debt service",null,U.S. dollars,Billions,null,null,1980,null,2023-10-01,null
001,DS_NGDPD,World,"External debt, total debt service",null,Percent of GDP,null,null,null,1980,null,2023-10-01,null
001,DS_BX,World,"External debt, total debt service",null,Percent of exports of goods and services,null,null,null,1980,null,2023-10-01,null
001,DSI,World,"External debt, total debt service, interest",null,U.S. dollars,Billions,null,null,1980,null,2023-10-01,null
001,DSI_NGDPD,World,"External debt, total debt service, interest",null,Percent of GDP,null,null,null,1980,null,2023-10-01,null
001,DSI_BX,World,"External debt, total debt service, interest",null,Percent of exports of goods and services,null,null,null,1980,null,2023-10-01,null
001,DSP,World,"External debt, total debt service, amortization",null,U.S. dollars,Billions,null,null,1980,null,2023-10-01,null
001,DSP_NGDPD,World,"External debt, total debt service, amortization",null,Percent of GDP,null,null,null,1980,null,2023-10-01,null
001,DSP_BX,World,"External debt, total debt service, amortization",null,Percent of exports of goods and services,null,null,null,1980,null,2023-10-01,null
001,PALLFNFW,World,Commodity Price Index includes both Fuel and Non-Fuel Price Indices,null,"Index, 2016=100",null,null,null,1980,null,2023-10-01,null
001,PNFUELW,World,Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices,null,"Index, 2016=100",null,null,null,1980,null,2023-10-01,null
001,PINDUW,World,Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices,null,"Index, 2016=100",null,null,null,1980,null,2023-10-01,null
001,POILAPSP,World,"Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel","The APSP denotes an equally weighted average of three crude oil spot prices—West Texas Intermediate (“WTI”), Dated Brent (“Brent”), and Dubai Fateh (“Dubai”). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the “headline” oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.",U.S. dollars,Units,null,null,1980,37.919,2023-10-01,null
001,POILBRE,World,"Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",null,U.S. dollars,Units,null,null,1980,37.919,2023-10-01,null
001,POILDUB,World,"Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",null,U.S. dollars,Units,null,null,1980,35.846,2023-10-01,null
001,POILWTI,World,"Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",null,U.S. dollars,Units,null,null,1980,37.879,2023-10-01,null
001,PNRGW,World,"Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices",null,"Index, 2016=100",null,null,null,1980,null,2023-10-01,null
001,POILAPSPW,World,"Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh","The APSP denotes an equally weighted average of three crude oil spot prices—West Texas Intermediate (“WTI”), Dated Brent (“Brent”), and Dubai Fateh (“Dubai”). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the “headline” oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.","Index, 2016=100",null,null,null,1980,86.051,2023-10-01,null
001,PNGASW,World,"Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices",null,"Index, 2016=100",null,null,null,1980,null,2023-10-01,null
001,PNGASEU,World,"Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas",null,U.S. dollars,Units,null,null,1980,null,2023-10-01,null
001,PNGASJP,World,"Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid",null,U.S. dollars,Units,null,null,1980,null,2023-10-01,null
001,PNGASUS,World,"Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas",null,U.S. dollars,Units,null,null,1980,null,2023-10-01,null
001,PCOALW,World,Commodity Coal Price Index includes Australian and South African Coal,null,"Index, 2016=100",null,null,null,1980,null,2023-10-01,null
001,PCOALAU,World,"Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,42.935,2023-10-01,null
001,PCOALSA,World,"Coal, South African export price, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,null,2023-10-01,null
001,PFANDBW,World,Commodity Food and Beverage Price Index includes Food and Beverage Price Indices,null,"Index, 2016=100",null,null,null,1980,64.108,2023-10-01,null
001,PFOODW,World,"Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices",null,"Index, 2016=100",null,null,null,1980,null,2023-10-01,null
001,PCEREW,World,"Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley",null,"Index, 2016=100",null,null,null,1980,101.640,2023-10-01,null
001,PWHEAMT,World,"Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,172.726,2023-10-01,null
001,PMAIZMT,World,"Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,125.716,2023-10-01,null
001,PRICENPQ,World,"Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,433.667,2023-10-01,null
001,PBARL,World,"Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,78.229,2023-10-01,null
001,PVOILW,World,"Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices",null,"Index, 2016=100",null,null,null,1980,69.429,2023-10-01,null
001,PSOYB,World,"Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,265.316,2023-10-01,null
001,PSMEA,World,"Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,225.683,2023-10-01,null
001,PSOIL,World,"Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,535.465,2023-10-01,null
001,PROIL,World,"Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",null,U.S. dollars,Units,null,null,1980,572.368,2023-10-01,null
001,PPOIL,World,"Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,481.840,2023-10-01,null
001,PSUNO,World,"Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,556.013,2023-10-01,null
001,POLVOIL,World,"Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,"2,144.462",2023-10-01,null
001,PFISH,World,"Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,"1,013.513",2023-10-01,null
001,PGNUTS,World,"Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,"1,394.643",2023-10-01,null
001,PMEATW,World,"Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices",null,"Index, 2016=100",null,null,null,1980,86.249,2023-10-01,null
001,PBEEF,World,"Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound",null,U.S. cents,Units,null,null,1980,125.190,2023-10-01,null
001,PLAMB,World,"Lamb, frozen carcass Smithfield London, US cents per pound",null,U.S. cents,Units,null,null,1980,131.166,2023-10-01,null
001,PPORK,World,"Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",null,U.S. cents,Units,null,null,1980,82.062,2023-10-01,null
001,PPOULT,World,"Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",null,U.S. cents,Units,null,null,1980,34.343,2023-10-01,null
001,PSEAFW,World,Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices,null,"Index, 2016=100",null,null,null,1980,95.290,2023-10-01,null
001,PSALM,World,"Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",null,U.S. dollars,Units,null,null,1980,7.982,2023-10-01,null
001,PSHRI,World,"Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",null,U.S. dollars,Units,null,null,1980,5.637,2023-10-01,null
001,PSUGAW,World,"Commodity Sugar Index includes European, Free market, and U.S. Price Indices",null,"Index, 2016=100",null,null,null,1980,153.079,2023-10-01,null
001,PSUGAISA,World,"Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",null,U.S. cents,Units,null,null,1980,28.669,2023-10-01,null
001,PSUGAUSA,World,"Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",null,U.S. cents,Units,null,null,1980,30.032,2023-10-01,null
001,PBANSOP,World,"Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,375.173,2023-10-01,null
001,PORANG,World,"Oranges, miscellaneous oranges French import price, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,0.901,2023-10-01,null
001,PBEVEW,World,"Commodity Beverage Price Index includes Coffee, Tea, and Cocoa",null,"Index, 2016=100",null,null,null,1980,114.295,2023-10-01,null
001,PCOFFW,World,Commodity Coffee Price Index includes Other Mild Arabicas and Robusta,null,"Index, 2016=100",null,null,null,1980,130.081,2023-10-01,null
001,PCOFFOTM,World,"Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",null,U.S. cents,Units,null,null,1980,154.195,2023-10-01,null
001,PCOFFROB,World,"Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",null,U.S. cents,Units,null,null,1980,147.147,2023-10-01,null
001,PCOCO,World,"Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,"2,603.417",2023-10-01,null
001,PTEA,World,"Tea, Mombasa, Kenya, Auction Price, US cents per kilogram",null,U.S. cents,Units,null,null,1980,222.792,2023-10-01,null
001,PRAWMW,World,"Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices",null,"Index, 2016=100",null,null,null,1980,68.306,2023-10-01,null
001,PTIMBW,World,Commodity Timber Index includes Hardwood and Softwood Price Indices,null,"Index, 2016=100",null,null,null,1980,42.161,2023-10-01,null
001,PHARDW,World,Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices,null,"Index, 2016=100",null,null,null,1980,43.056,2023-10-01,null
001,PLOGSK,World,"Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter",null,U.S. dollars,Units,null,null,1980,141.509,2023-10-01,null
001,PSAWMAL,World,"Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter",null,U.S. dollars,Units,null,null,1980,293.450,2023-10-01,null
001,PSOFTW,World,Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices,null,"Index, 2016=100",null,null,null,1980,41.438,2023-10-01,null
001,PLOGORE,World,"Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter",null,U.S. dollars,Units,null,null,1980,80.810,2023-10-01,null
001,PSAWORE,World,"Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter",null,U.S. dollars,Units,null,null,1980,132.148,2023-10-01,null
001,PCOTTIND,World,"Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound",null,U.S. cents,Units,null,null,1980,93.733,2023-10-01,null
001,PWOOLW,World,Commodity Wool Index includes Coarse and Fine Wool Price Indices,null,"Index, 2016=100",null,null,null,1980,58.774,2023-10-01,null
001,PWOOLF,World,"Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram",null,U.S. cents,Units,null,null,1980,719.135,2023-10-01,null
001,PWOOLC,World,"Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram",null,U.S. cents,Units,null,null,1980,538.432,2023-10-01,null
001,PRUBB,World,"Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound",null,U.S. cents,Units,null,null,1980,64.617,2023-10-01,null
001,PHIDE,World,"Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound",null,U.S. cents,Units,null,null,1980,45.917,2023-10-01,null
001,PMETAW,World,"Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices",null,"Index, 2016=100",null,null,null,1980,null,2023-10-01,null
001,PCOPP,World,"Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,"2,185.146",2023-10-01,null
001,PALUM,World,"Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,"1,774.913",2023-10-01,null
001,PIORECR,World,"Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton",null,U.S. dollars,Units,null,null,1980,12.150,2023-10-01,null
001,PTIN,World,"Tin, standard grade, LME spot price, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,"16,777.727",2023-10-01,null
001,PNICK,World,"Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,"6,518.670",2023-10-01,null
001,PZINC,World,"Zinc, high grade 98% pure, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,760.961,2023-10-01,null
001,PLEAD,World,"Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne",null,U.S. dollars,Units,null,null,1980,905.364,2023-10-01,null
001,PURAN,World,"Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound",null,U.S. dollars,Units,null,null,1980,31.792,2023-10-01,null
110,NGDP_RPCH,Advanced economies,"Gross domestic product, constant prices",null,Percent change,null,null,null,1980,1.304,2023-10-01,null
110,NGDP_RPCHMK,Advanced economies,"Gross domestic product, constant prices",null,Percent change (market exchange rates),null,null,null,1980,null,2023-10-01,null
110,NGDPD,Advanced economies,"Gross domestic product, current prices",null,U.S. dollars,Billions,null,null,1980,"8,480.085",2023-10-01,null
110,PPPGDP,Advanced economies,"Gross domestic product, current prices",null,Purchasing power parity; international dollars,Billions,null,null,1980,"8,440.122",2023-10-01,null
110,NGDP_D,Advanced economies,"Gross domestic product, deflator",null,"Index, 2000=100",null,null,null,1980,41.434,2023-10-01,null
110,NGDPRPPPPC,Advanced economies,"Gross domestic product per capita, constant prices",null,Purchasing power parity; 2017 international dollar,Units,null,null,1980,"26,649.591",2023-10-01,null
110,PPPPC,Advanced economies,"Gross domestic product per capita, current prices",null,Purchasing power parity; international dollars,Units,null,null,1980,"10,260.371",2023-10-01,null
110,NGAP_NPGDP,Advanced economies,Output gap,null,Percent of potential GDP,null,null,null,1980,-0.873,2023-10-01,null
110,PPPSH,Advanced economies,Gross domestic product based on purchasing-power-parity (PPP) share of world total,"""These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, """"Revised Purchasing Power Parity Weights"""" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.""",Percent,null,null,null,1980,62.977,2023-10-01,null
110,NID_NGDP,Advanced economies,Investment,null,Percent of GDP,null,null,null,1980,26.444,2023-10-01,null
110,NGSD_NGDP,Advanced economies,Gross national savings,null,Percent of GDP,null,null,null,1980,23.477,2023-10-01,null
110,PCPIPCH,Advanced economies,"Inflation, average consumer prices",null,Percent change,null,null,null,1980,13.611,2023-10-01,null
110,PCPIEPCH,Advanced economies,"Inflation, end of period consumer prices",null,Percent change,null,null,null,1980,null,2023-10-01,null
110,TRADEPCH,Advanced economies,Trade volume of goods and services,null,Percent change,null,null,null,1980,null,2023-10-01,null
110,TM_RPCH,Advanced economies,Volume of imports of goods and services,null,Percent change,null,null,null,1980,-0.945,2023-10-01,null
110,TMG_RPCH,Advanced economies,Volume of imports of goods,null,Percent change,null,null,null,1980,-1.041,2023-10-01,null
110,TX_RPCH,Advanced economies,Volume of exports of goods and services,null,Percent change,null,null,null,1980,6.056,2023-10-01,null
110,TXG_RPCH,Advanced economies,Volume of exports of goods,null,Percent change,null,null,null,1980,6.509,2023-10-01,null
110,TTPCH,Advanced economies,Terms of trade of goods and services,null,Percent change,null,null,null,1980,-7.745,2023-10-01,null
110,TTTPCH,Advanced economies,Terms of trade of goods,null,Percent change,null,null,null,1980,-8.798,2023-10-01,null
110,TXGM_D,Advanced economies,Export price of manufactures,null,"U.S. dollars; index, 2000=100",null,null,null,1980,68.191,2023-10-01,null
110,TXGM_DPCH,Advanced economies,Export price of manufactures,null,U.S. dollars; annual percent change,null,null,null,1980,17.205,2023-10-01,null
110,LUR,Advanced economies,Unemployment rate,null,Percent of total labor force,null,null,null,1980,5.590,2023-10-01,null
110,LE,Advanced economies,Employment,null,"Index, 2000=100",null,null,null,1980,77.856,2023-10-01,null
110,GGR_NGDP,Advanced economies,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government's net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,null,null,null,1980,null,2023-10-01,null
110,GGX_NGDP,Advanced economies,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,null,null,null,1980,null,2023-10-01,null
110,GGXCNL_NGDP,Advanced economies,General government net lending/borrowing,"Net lending (+)/ borrowing (-) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (-) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,null,null,null,1980,null,2023-10-01,null
